name	synonyms
(3R,6R)-6-hydroxy-3-isopropenylheptanoate	
"<i>N</i>-acetyl-&beta;-D-mannosaminuronyl-(1&rarr;4)-N-acetyl-&alpha;-D-glucosaminyl-diphospho-<i>ditrans,octacis</i>-undecaprenol"	"C55-PP-GlcNAc-ManNAcA; ManNAcA-GlcNAc-pyrophosphorylundecaprenol; lipid II; ManNAcA-GlcNAc-PP-lipid; undecaprenyl-diphospho-N-acetylglucosamine-N-acetylmannosaminuronate; undecaprenyl <i>N</i>-acetyl-glucosaminyl-<i>N</i>-acetyl-mannosaminuronate pyrophosphate; "
sodium chloride	
icosapentaenoyl-CoA	"(5Z,8Z,11Z,14Z,17Z)-eicosa-5,8,11,14,17-pentaenoyl-CoA; eicosapentaenoyl-CoA; (5Z,8Z,11Z,14Z,17Z)-icosa-5,8,11,14,17-pentaenoyl-CoA; (5Z,8Z,11Z,14Z,17Z)-eicosapentaenoyl-CoA; (5Z,8Z,11Z,14Z,17Z)-icosapentaenoyl-CoA; "
"CMP-<i>N</i>-glycoloyl-&beta;-neuraminate"	"CMP-<i>N</i>-glycolyl-&beta;-neuraminate; "
pyrogallol	"Pyro; 1,2,3-benzenetriol; fourrine PG; C.I. 76515; fourrine 85; 1,2,3-trihydroxybenzene; fouramine base ap; pyrogallic acid; Fouramine Brown AP; Piral; C.I. Oxidation Base 32; "
"dTDP-3-amino-3,6-dideoxy-&alpha;-D-glucopyranose"	
(2E,4Z)-4-hydroxy-6-oxohexa-2,4-dienoate	"<i>cis,trans</i>-4-hydroxymuconic semialdehyde; 4-hydroxymuconic semialdehyde; "
"&alpha;-D-fructofuranose 1-phosphate"	"&alpha;-D-fructofuranose-1-P; "
angelicin	
(+)-germacrene A	"(+)-(R)-gemacrene A; "
"2-(&alpha;-D-galactosyl)-<i>sn</i>-glycerol 3-phosphate"	
"dTDP-&alpha;-D-fucopyranose"	"dTDP-D-fucose; "
inositol phosphomannosylinositol phosphoceramide D (C24)	"inositol phosphomannosylinositol phosphoceramide D (C24); M(IP)2C-4 (C24); M(IP)2C-D (C24); Ins-1-P-6-Man-&beta;1-2-Ins-1-P-Cer(t18:0/2,3-OH-24:0); inositol phosphomannosylinositol phosphoceramide D (18:0/24:0); "
HS<SUP>-</SUP>	"hydrogen sulfide ion; "
"<i>N</i>-&delta;-(phosphonoacetyl)-L-ornithine"	
2-dehydropantoate	"ketopantoate; 2-ketopantoate; "
(<i>Z</i>)-2-methyl-peroxyaminoacrylate	
"5-&alpha;-ergosta-7,22-diene-3-&beta;-5-diol"	
(+)-sabinene	"(1R,5R)-1-isopropyl-4-methylenebicyclo[3.1.0]hexane; (1<i>R</i>)-sabinene; (+)-(1<i>R</i>)-sabinene; (1R,5R)-sabinene; "
4-hydroxybenzoyl-CoA	"<i>p</i>-hydroxybenzoyl-CoA; "
nostocyclopeptide A2	
"neo-&lambda;-carrabiose"	
3-oxo-dodecanoate	"3-oxododecanoic acid; "
tiglate	"tiglic acid; "
3-methyl-2-oxobutanoate	"2-keto-3-methylbutyric acid; &alpha;-oxoisovalerate; &alpha;-keto-valine; 2-oxo-3-methylbutanoate; 2-oxoisopentanoate; &alpha;-ketovaline; 2-ketovaline; &alpha;-ketoisopentanoic acid; 2-oxoisovalerate; 2-keto-isovalerate; &alpha;-keto-isovalerate; &alpha;-keto-isovaleric acid; "
"(+)-&alpha;-terpineol"	"(R)-&alpha;-terpineol; (+)-(4<i>R</i>)-&alpha;-terpineol; "
"2,4-diacetamido-2,4,6-trideoxy-&beta;-L-altropyranose"	"2,4-bis(acetylamino)-2,4,6-trideoxy-&beta;-L-altropyranose; 2,4-diacetamido-2,4,6-trideoxy-&beta;-L-altrose; "
(+)-germacrene D	"(1E,6E,8R)-1-methyl-5-methylidene-8-(propan-2-yl)cyclodeca-1,6-diene; (1E,5E,7&beta;H)-germacra-1(10),4(15),5-triene; "
3-[(8Z,11E,13Z)-pentadeca-8,11,13-trien-1-yl] )catechol	"3-[(8Z,11E,13Z)-pentadeca-8,11,13-trien-1-yl]benzene-1,2-diol; urushiol; "
homoferreirin	
(2R,4S)-2-methyl-2,4-dihydroxydihydrofuran-3-one	"(<i>R</i>)-DHMF; "
adenosine-N-oxide	"2-(6-Amino-1-oxy-purin-9-yl)-5-hydroxymethyl-tetrahydro-furan-3,4-diol; 9-pentofuranosyl-9H-purin-6-amine 1-oxide; "
dihydrodemethylsterigmatocystin	
arcyriaflavin A	
nogalaviketone	"methyl 5,7-dihydroxy-2-methyl-4,6,11-trioxo-3,4,6,11-tetrahydrotetracene-1-carboxylate; "
"a mature peptidoglycan with (L-alanyl-&gamma;-D-glutamyl-<i>meso</i>-2,6-diaminopimelate) tripeptide"	"GlcNAc-1,6-anhydro-MurNAc-tripeptide; GlcNAc-1,6-anhydro-MurNAc- (L-alanyl-&gamma;-D-glutamyl-<i>meso</i>-2,6-diaminopimelate) tripeptide; "
"&beta;-D-mannosyl-(1&rarr;4)-D-glucose"	"mannosylglucose; 4-O-&beta;-D-mannopyranosyl-D-glucopyranose; "
1,2-dihydroxydibenzothiophene	
1,3-cyclohexanediol	
<i>all-trans</i> phytofluene	"7,8,11,12,7',8'-hexahydro-&psi;,&psi;-carotene; 2,6,10,14,19,23,27,31-octamethyldotriaconta-2,6,10,12,14,16,18,22,26,30-decaene; phytofluene; "
ADP-D-ribose	"adenosine diphosphate D-ribose; adenosine 5'-(5-deoxy-D-ribofuranos-5-yl diphosphate); "
trimetaphosphate	"TMP; 1,3,5,2,4,6-trioxatriphosphinane-2,4,6-triolate 2,4,6-trioxide; tri--oxido-tris(hydroxidooxidophosphorus); 2,4,6-trihydroxido-2,4,6-trioxido-1,3,5-trioxy-2,4,6-triphosphy-[6]cycle; 1,3,5,2,4,6-trioxatriphosphinane-2,4,6-triol 2,4,6-trioxide; cyclo-triphosphoric acid; trimetaphosphoric acid; "
<i>N</i>-propargylglycine	"PPG; "
ginsenoside Rb1	
3-oxo-24-hydroxy-24-(isopropanoate)-cholest-4-en-26-oyl-CoA	
aristolochene	
N-acetylglucosaminolactone	
7,8-H<sub>2</sub>pterin-6-ylmethyl-l-(4-aminophenyl)-1-deoxy-D-ribitol 5'-phosphate	
7-hydroxylauroyl-CoA	"7-hydroxydodecanoyl-CoA; "
scutellarein	"5,6,7-trihydroxy-2-(4-hydroxyphenyl)chromen-4-one; 4',5,6,7-tetrahydroxyflavone; "
5-octacosenal	
<i>N</i>-acetylglutaminylglutamine amide	"NAGGN; N-Ac-Gln-gln-amide; L-glutamamide, N2-acetyl-L-glutaminyl-; (2S)-2-[[(2S)-2-acetamido-5-amino-5-oxopentanoyl]amino]pentanediamide; N2-acetyl-L-glutaminyl-L-glutamamide; "
(<i>E</i>)-6'-hydroxyferulate	
"&alpha;-D-glucosyl-(1,2)-&beta;-D-glucuronate-(1,2)-&alpha;-D-mannosyl-(1,3)-&beta;-D-glucosyl-(1,4)-&alpha;-D-glucosyl-diphosphoundecaprenol"	"Glc-&alpha;-(1,4)-GlcA-&beta;-(1,2)-D-Man-&alpha;-(1,3)-D-Glc-&beta;-(1,4)-Glc-&alpha;-1-diphosphoundecaprenol; "
auricoloyl-CoA	"(11Z,17Z)-14R-hydroxy-icosa-11,17-dienoyl-CoA; "
sulcatone	"6-methylheptan-5-ene-2-one; methylheptenone; 6-methyl-5-hepten-2-one; 6-methylhept-5-en-2-one; "
neocarrabiose	
theobromine	"3,7-dimethylxanthine; "
6-O-cis-keto-mycolyl-trehalose 6-phosphate	
oxindole-3-acetyl-aspartate-N-beta-glucosyl-beta-1,4-glucose	"glucopyranosyl-&beta;-1,4-glucopyranosyl-&beta;-1-N-oxindole-3-acetyl-N-aspartic acid; oxindole-3-acetyl-aspartatic acid-N-beta-glucosyl-beta-1,4-glucose; OxIAA-Asp-N-Glc-Glc; oxindole-3-acetyl-aspartyl-N-beta-glucosyl-beta-1,4-glucoside; "
2-propenyl-glucosinolate	"sinigrin; "
cinchonidine	
2-oxohexanoate	"&alpha;-ketocaproate; 2-ketocaproate; "
glandicoline B	
thermoplasmaquinone-<i>7</i>	"TPQ-7; "
1,2-dichlorobenzene	"<i>o</i>-dichlorobenzene; 2-dichlorobenzene; ortho-dichlorobenzene; "
quinoline-4-carboxylate	
"&alpha;-aminooxy-&beta;-phenylpropanoate"	"&alpha;-aminooxy-&beta;-phenylpropionate; "
lampranthin I	
"cyanidin-3-<i>O</i>-&beta;-D-glucoside"	"cyanidin-3-O-glucoside; Chrysanthemin; "
M<sub>LPS</sub>	
kinetin-7-<i>N</i>-glucoside	
3-oxo-palmitoyl-CoA	"3-keto-palmitoyl-CoA; 3-oxohexadecanoyl-CoA; "
D-glutamine	"glutamide; "
isotrichodermin	
inosine	"riboxine; hypoxanthine-ribose; iso-prinosine; "
staurosporine	"AM-2282; STP; "
dTDP-D-ravidosamine	"dTDP-3-dimethylamino-3,6-dideoxy-&alpha;-D-galactopyranose; "
spheroiden-2-ol	"2-hydroxyspheroidene; "
S-(4-bromophenyl)-L-cysteine	"2-amino-3-(4-bromophenyl)sulfanyl-propanoic acid; "
ADP-mannose	
2-hydroxy-7-methoxy-5-methyl-1-naphthoyl-CoA	
D-<i>myo</i>-inositol (1,3,4,6)-tetrakisphosphate	"1D-<i>myo</i> -inositol 1,3,4,6-tetra<i>kis</i>phosphate; Ins(1,3,4,6)P<sub>4</sub>; inositol (1,3,4,6)-tetra<i>kis</i>phosphate; "
xenorhabdin V	
14,15-epoxyemindole-SB	
2-amino-5-phosphopentanoate	"2-amino-5-phosphopentanoic acid; "
"octyl &alpha;-D-galactopyranoside"	"Gal<i>p</i>-&alpha;-octyl; "
mycinamicin V	
1-24:1-2-18:2-phosphatidylserine	"1-(15Z-tetracosenoyl)-2-(9Z,12Z-octadecadienoyl)-sn-glycero-3-phosphoserine; 24:1-18:2-PS; phosphatidyl-L-serine (1-24:1-2-18:2); "
pantetheine	"pantotheine; "
peptidoglycan tripeptide-Lpp crosslink	
2-decaprenylphenol	
3-cyano-L-alanine	"L-3-cyanoalanine; 3-cyanoalanine; "
erythromycin E	
indole-3-acetyl-N-beta-D-glucose	"IAA-N-glucose; IAA-N-beta-D-glucose; IAA-N-Glc; N-&beta;-D-glucopyranosol IAA; N-beta-D-glucopyranosyl IAA; N-beta-D-glucopyranosyl indole-3-acetate; "
phosphatidylglycerol (1-palmitoyl, 2-cis-9,10-methylene hexadecanoyl)	
H<SUB>2</SUB>	"hydrogen molecule; hydrogen; "
L-histidinol-phosphate	"histidinol-P; histidinol-phosphate; L-histidinol-p; "
inositol phosphomannosylinositol phosphoceramide B (C24)	"M(IP)2C-2 (C24); Ins-1-P-6-Man-&beta;1-2-Ins-1-P-Cer(t18:0/24:0); M(IP)2C-B (C24); inositol phosphomannosylinositol phosphoceramide B (C24); inositol phosphomannosylinositol phosphoceramide B (18:0/24:0); "
trimethyl sulfonium	
teasterone	
<i>di-trans, poly-cis</i>-polyprenol (C<sub>80</sub>)	
"pelargonidin 3-<i>O</i>-&beta;-D-caffeoylglucoside"	
"6-(&alpha;-D-glucosaminyl)-1D-myo-inositol 1,2-cyclic phosphate"	
isopimaradiene-diol	"isopimara-7,15-diene-diol; "
BM15766	"4-(2-(4-(3-(4-chlorophenyl)-2-propenyl)-1-piperazinyl)ethyl); 4-(2-(1-(4-chlorocinnamyl)piperazin-4-yl)ethyl)benzoate; 4-(2-(1-(4-chlorocinnamyl)piperazin-4-yl)ethyl)benzoic acid; "
guaia-6,9-diene	
propionamide	"propionimidic acid; propylamide; propionic amide; propanamide; propanimidic acid; "
diphthine	"2-[(3S)-3-carboxy-3-(trimethylammonio)propyl]-L-histidine; "
(S)-3-hydroxyoctanoyl-CoA	
L-xylulose	"L-threo-pent-2-ulose; xylulose; "
streptothricin D acid	
dethiobiotin	"DTB; Desthiobiotin; "
"kaempferol 3-<i>O</i>-&beta;-<i>D</i>-glucosyl-(1->2)-glucosyl-(1->2)-&beta;-<i>D</i>-glucoside"	
1-18:1-2-18:2-digalactosyldiacylglycerol	"1-(9Z-octadecenoyl)-2-(9Z,12Z-octadecadienoyl)-3-O-[alpha-D-galactosyl-(1->6)-O-beta-D-galactosyl]-sn-glycerol; 18:1-18:2-DGDG; "
coumarinate	"coumarinic acid; "
carbonate	"CO<SUB>3</SUB>; "
diacetyl-L-lys-D-ala-D-ala	
docosanedioate	"docosanedioic acid; "
indole-3-acetyl-glutamate-N-beta-D-glucose	"IAA-glutamate-N-beta-D-glucose; IAA-glutamic acid-N-beta-D-glucose; indole-3-acetyl-glumatic acid-N-&beta;-glucose; IAA-Glu-N-Glc; "
L-mannonate	
strictosidine-aglycone	
holyrine A	
7-O-methylluteone epoxide	
photinus luciferin	
2'-hydroxypyridoxol	"2'-hydroxypyridoxine; "
2-phenyl-2-(1-piperdinyl)propane	"PPP; "
(22R,23R)-22,23-dihydroxy-campest-4-en-3-one	
lovastatin acid	
ternatin	"4',5-dihydroxy-3,3',7,8-tetramethoxyflavone; "
menaquinone-<i>10</i>	"MK-10; MK10; "
"&beta;-alanine betaine"	"N,N,N-trimethyl-&beta;-alanine; "
isochorismate	"Isochorismic acid; "
indole-3-yl-acetyl-<i>myo</i>-inositol L-arabinoside	"indole-3-yl-acetyl-<i>myo</i>-inositol 3-L-arabinoside; "
"2-(&beta;-D-glucosyl)-sn-glycerol 3-phosphate"	
(<i>R</i>)-propane-1,2-diol	"D-1,2-propanediol; "
<i>ent</i>-kaurene	"<i>ent</i>-kaur-16-ene; "
"&alpha;-eleostearate"	"(9Z,11E,13E)-octadecatrienoic acid; c9,t11,t13-linolenic acid; &alpha;-ELA; 9c11t13t-18:3; c9,t11,t13-CLnA; 9cis,11trans,13trans-octadecatrienoic acid; ELA; &alpha;-eleostearic acid; 9-cis,11-trans,13-trans-octadecatrienoic acid; 9c,11t,13t-CLnA; (9Z,11E,13E)-octadecatri-9,11,13-enoate; (9Z,11E,13E)-octadecatrienoate; (Z,E,E)-octadeca-9,11,13-trienoic acid; (9Z,11E,13E)-octadecatri-9,11,13-enoic acid; "
cicerin-7-O-glucoside-6''-malonate	
"&gamma;-calacorene"	
rapamycin	
fumiquinazoline D	"FQD; "
10-<i>cis</i>-heptadecenoyl-CoA	"10Z-heptadecenoyl-CoA; "
methyl fusarate	"methyl fusaric acid; "
9-decarboxy-tetracenomycin F1	"9-decarboxy Tcm F1; "
tropolone	"Tropomyosins; "
"quercetin 3-<i>O</i>-&beta;-<i>D</i>-glucosylgalactoside"	"quercetin 3-<i>O</i>-(2""-<i>O</i>-<i>D</i>-glucopyranosyl)-&beta;-<i>D</i>-galactopyranoside; "
"galactosaminyl-&alpha;1,3-<i>N,N'</i>-diacetylbacillosaminyl-&alpha;1-diphospho-<i>di-trans,octa-cis</i>-undecaprenol"	
1,2-dihydrovomilenine	
glucosamine 1,6-diphosphate	
7-O-methylluteone	"3-(2,4-dihydroxyphenyl)-5-hydroxy-7-methoxy-6-(3-methylbut-2-enyl)chromen-4-one; "
quercetin-3-gentiobioside	
3-benzyl-3,6 -dithio-6-(hydroxymethyl)-diketopiperazine	"3-benzyl-3,6 -dithio-6-(hydroxymethyl)piperazine-2,5-dione; 3-benzyl-3,6 -disulfanyl- 6-(hydroxymethyl)-DKP; 3-benzyl-3,6 -disulfanyl- 6-(hydroxymethyl)piperazine-2,5-dione; 3-benzyl-3,6 -dithio-6-(hydroxymethyl)-DKP; 3-benzyl-3,6 -disulfanyl- 6-(hydroxymethyl)-diketopiperazine; "
<i>all-trans</i>-retinal	"vitamin A aldehyde; <i>all-trans</i>-Vitamin A aldehyde; <i>all-trans</i>-retinene; retinal; axerophthal; retinene; retinaldehyde; "
<i>cis</i>-zeatin-7-<i>N</i>-glucoside	
ipsenone	
1-20:2-2-18:3-phosphatidylserine	"20:2-18:3-PS; 1-(11Z,14Z-eicosadienoyl)-2-(9Z,12Z,15Z-octadecadienoyl)-sn-glycero-3-phosphoserine; phosphatidyl-L-serine (1-20:2-2-18:3); 1-(11Z,14Z-icosadienoyl)-2-(9Z,12Z,15Z-octadecadienoyl)-sn-glycero-3-phosphoserine; "
phytyl diphosphate	"phytyl pyrophosphate; phytyl-PP; "
isovaleryl-CoA	"iso-valeryl-CoA; 3-methylbutyryl-CoA; 3-methylbutanoyl-CoA; isovaleryl-coenzyme A; S-(3-methylbutanoate) coenzyme A; "
(+)-sesaminol	
2-iodophenol methyl ether	
(11Z,14Z,17Z)-icosa-11,14,17-trienoate	"(11Z,14Z,17Z)-icosatrienoic acid; (11Z,14Z,17Z)-icosatrienoate; (11Z,14Z,17Z)-eicosa-11,14,17-trienoate; (11Z,14Z,17Z)-eicosatrienoate; 11Z,14Z,17Z)-eicosatrienoic acid; (Z,Z,Z)-11,14,17-eicosatrienoate; (Z,Z,Z)-11,14,17-eicosatrienoic acid; "
"&alpha;-zeacarotene"	
(<i>E,E</i>)-geranyllinalool	"(6E,10E)-3,7,11,15-tetramethylhexadeca-1,6,10,14-tetraen-3-ol; "
"1-(2-acetamido-2-deoxy-&alpha;-D-glucopyranosyl)-1D-myo-inositol"	"1-D-<i>myo</i>-inosityl-2-acetamido-2-deoxy-&alpha;-D-glucopyranoside; GlcNAc-Ins; "
desmethylxanthohumol	
<i>aldehydo</i>-D-mannose	
3-hexaprenyl-4-aminobenzoate	"HAB; 3-hexaprenyl-4-aminobenzoic acid; "
<i>N</i>-acetyl-L-tryptophan	
(2Z)-2-aminobut-2-enoate	
(2Z,4E)-2-hydroxy-6-oxo-6-sulfonatohexa-2,4-dienoate	"a sulfo-aldehyde intermediate; "
"&beta;-2-thienyl-D,L-Alanine"	
CAI-1	"(<i>S</i>)-3-hydroxytridecan-4-one; Cholerae autoinducer-1; "
(<i>R</i>)-2-chloropropanoate	"(<i>R</i>)-(+)-2-chloropropionic acid; (2<i>R</i>)-2-chloropropanoic acid; "
cyclohexanone	
dADP	"2'-deoxyadenosine-5'-diphosphate; 2'-deoxyadenosine 5'-(trihydrogen diphosphate); deoxyadenosine-diphosphate; "
(-)-dihydrokaempferol	
"&alpha;-tocotrienol"	
3-hydroxy-4-methylanthranilate-adenylate	
"&alpha;-gentiobiose"	"&beta;-D-Glcp-(1&rarr;6)-&alpha;-D-Glcp; gentiobiose; &beta;-D-glucopyranose-(1&rarr;6)-&alpha;-D-glucopyranose; "
resolvin E2	"5S,18R-dihydroxy-6E,8Z,11Z,14Z,16E-eicosapentaenoate; 5S,7E,9E,11E,14E,16E,18R)-5,18dihydroxyicosa-7,9,11,14,16-pentaenoate; "
melittin	"melitten; honeybee melittin; forapin; bee venom melittin; "
"3&alpha;-hydroxy-<i>ent</i>-cassadiene"	"<i>ent</i>-cassa-12,15-dien-3&alpha;-ol; "
aklanonate anthrone-[acp]	"12-deoxyaklanoyl-[acp]; aklanonic acid anthrone-[acp]; "
"<i>N</i>-acetyl-&alpha;-D-galactosaminyl-(1&rarr;3)-<i>N</i>-acetyl-&alpha;-D-galactosaminyl-diphospho-<i>ditrans,octacis</i>-undecaprenol"	"&alpha;-D-GalNAc-(1&rarr;3)-&alpha;-D-GalNAc-diphospho-ditrans,octacis-undecaprenol; "
1-18:1-2-16:2-monogalactosyldiacylglycerol	"18:1-16:2-MGDG; 1-(9Z-octadecenoyl)-2-(7Z,10Z-hexadecadienoyl)-3-O-beta-D-galactosyl-sn-glycerol; "
phenylhydantoin	"5-phenylhydantoin; "
<i>trans</i>-5-<i>O</i>-(4-coumaroyl)-D-quinate	"4-coumaroylquinate; trans-(p-coumaroyl)-quinate; <i>trans</i>-5-<i>O</i>-(4-coumaroyl)quinate; "
"7&alpha;-hydroxycholest-4-en-3-one"	"7&alpha;-hydroxy-4-cholesten-3-one; 4-cholesten-7&alpha;-ol-3-one; "
ferrous chloride	"iron dichloride; FeCl2; "
3-mercapto-2-mercaptomethylpropanoate	
tetra-acyl estolide	
"&beta;-L-fructopyranose"	
adenosine 5'-phosphoramidate	"adenosine-5'-monophosphoramidate; AMP-NH2; "
fusicoccin H aglycon	
gossypol-6,6'-dimethyl ether	
"2-phenylethyl &beta;-D-thiogalactopyranoside"	"phenylethyl &beta;-D-thiogalactoside; PETG; "
2-keto-3-deoxy-D-<i>glycero</i>-D-<i>galacto</i>-nononate	"2-keto-3-deoxy-D-<i>glycero</i>-D-<i>galacto</i>-nononic acid; KDN; 3-deoxy-D-<i>glycero</i>-D-<i>galacto</i>-nonulosonate; 3-deoxy-D-<i>glycero</i>-D-<i>galacto</i>-nonulosonic acid; "
1-18:1-2-18:3-phosphatidate	"1-(9Z-octadecenoyl)-2-(9Z,12Z,15Z-octadecatrienoyl)-sn-glycero-3-phosphate; 1-18:1-2-18:3-phosphatidic acid; 18:1-18:3-PA; "
D-ravidosamine	"3-dimethylamino-3,6-dideoxy-&alpha;-D-galactopyranose; "
4-nitrosobenzoate	"<i>p</i>-nitrosobenzoate; <i>p</i>-nitrosobenzoic acid; 4-nitrosobenzoic acid; "
D-altritol	"D-talitol; "
5'-phosphoribosyl-4-(N-succinocarboxamide)-5-aminoimidazole	"1-(5'-phosphoribosyl)-4-(N-succino-carboxamide)-5-aminoimidazole; (<i>S</i>)-2-[5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamido]succinate; 5'-p-Ribosyl-4-(N-succinocarboxamide)-5-amino imidazole; 5'-P-ribosyl-4-(N-succinocarboxamide)-5-aminoimidazole; SAICAR; 1-(5-phosphoribosyl)-4-(N-succino-carboxamide)-5-aminoimidazole; "
3-dehydroshikimate	"5-dehydroshikimic acid; 3-dehydroshikimic acid; 5-dehydroshikimate; "
bacillibactin	
"&alpha;-NADP<sup>+</sup>"	
thiamin triphosphate	"thiamine triphosphate; "
(2R)-2-hydroxy-2-methylbutanenitrile	
7-O-geranyl-2-O,3-dimethylflaviolin	"7-geranyloxy-5-hydroxy-2-methoxy-3-methylnaphthalene-1,4-dione; 7-{[(2E)-3,7-dimethylocta-2,6-dien-1-yl]oxy}-5-hydroxy-2-methoxy-3-methylnaphthalene-1,4-dione; "
"15-decarboxymethyl-&epsilon;-rhodomycinone"	
1-18:1-lysophosphatidylcholine	"1-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine; 1-18:1-lysoPC; "
3-oxo-5,6-didehydrosuberyl-CoA semialdehyde	"(5<i>Z</i>)-3,8-dioxooct-5-enoyl-CoA; "
biotin amide	
kanamycin D	
D-<i>myo</i>-inositol (3,4,5,6)-tetrakisphosphate	"1D-<i>myo</i>-inositol 3,4,5,6-tetra<i>kis</i>phosphate; Inositol 3,4,5,6-tetra<i>kis</i>phosphate; I(3,4,5,6)P<sub>4</sub>; Ins(3,4,5,6)P<sub>4</sub>; "
Kdo<SUB>2</SUB>-(palmitoleoyl)-lipid IV<SUB>A</SUB>	"(9Z)-hexadec-9-enoyl-Kdo<SUB>2</SUB>-lipid IV<SUB>A</SUB>; "
1-18:2-lysophosphatidylcholine	"2-18:2(9Z,12Z)-lysoPC; 2-18:2(9Z,12Z)-lysophosphatidylcholine; 1-18:2-lysoPC; 1-lyso-2-18:2(9Z,12Z)-lysoPC; 2-linoleoyl-lysophosphatidylcholine; 1-(9Z,12Z-octadecadienoyl)-sn-glycero-3-phosphocholine; "
6-carboxyhex-2-enoyl-CoA	"7-[2-[3-[4-[[[5-[(6-amino-9H-purin-9-yl)]-4-hydroxy-3- phosphonooxy-tetrahydrofuran-2-yl]methoxy-hydroxy-phosphinoyl] oxy-hydroxy-phosphinoyl]oxy-2-hydroxy-3,3-dimethyl-butanoyl] aminopropanoylamino]ethylsulfanyl]-7-oxo-hept-5-enoic acid; "
(-)-5-oxo-1,2-campholide	"1,8,8-trimethyl-2-oxabicyclo[3.2.1]octane-3,6-dione; "
"&gamma;-glutamyl-isopropylamide"	"GIPA; "
rhodoquinone-10	
gentisate	"5-hydroxysalicylate; hydroquinonecarboxylic acid; 5-hydroxysalicylic acid; gentisic acid; 3,6-dihydroxybenzoic acid; 2,5-dihydroxybenzoate; 2,5-dihydroxybenzoic acid; 2,5-dioxybenzoic acid; 2,5-DHBA; "
1-24:1-2-18:3-phosphatidylserine	"24:1-18:3-PS; phosphatidyl-L-serine (1-24:1-2-18:3); 1-(15Z-tetracosenoyl)-2-(9Z,12Z,15Z-octadecadienoyl)-sn-glycero-3-phosphoserine; "
terpinolene	
"UDP-<i>N</i>-acetyl-&beta;-L-rhamnosamine"	
1-18:2-2-18:3-monogalactosyldiacylglycerol	"1-(9Z,12Z-octadecadienoyl)-2-(9Z,12Z,15Z-octadecatrienoyl)-3-O-beta-D-galactosyl-sn-glycerol; 18:2-18:3-MGDG; "
1-16:0-2-18:3-phosphatidylserine	"16:0-18:3-PS; phosphatidyl-L-serine (1-16:0-2-18:3); 1-hexadecanoyl-2-(9Z,12Z,15Z-octadecatrienoyl)-sn-glycero-3-phosphoserine; "
4-methylcatechol	
triacontanyl docosanoate	
ferric aerobactin	
A19009	
conduritol C cis-epoxide	
2-keto-L-xylose	"(3R,4S)-3,4,5-trihydroxy-2-oxopentanal; L-xylosone; L-lyxosone; L-threo-2-pentosulose; "
(2S)-dihydrotricetin	"3',4',5'-pentahydroxyflavanone; 5,7,3',4',5'-pentahydroxyflavanone; "
"coenzyme &alpha;-F<sub>420</sub>-3"	
<i>N</i>-methyl-<i>N</i>'-nitro-<i>N</i>-nitrosoguanidine	
geranyl diphosphate	"geranyl-diphosphate; geranyl-PP; GPP; geranyl pyrophosphate; &omega;,E-geranyl diphosphate; geranyl-pyrophosphate; "
3-iodo-L-tyrosine	"monoiodo-tyrosine; monoiodo-L-tyrosine; iodotyrosine; "
xanthohumol E	
threose	"butane, 2,3,4-trihydroxy-, (R*,S*)-; "
"7&alpha;,12&alpha;-dihydroxy-5&beta;-cholestan-3-one"	"5&beta;-cholestan-7&alpha;,12&alpha;-diol-3-one; "
4-hydroxy-4-(3-pyridyl)-butanoate	"4-(3-pyridyl)-4-hydroxybutyric acid; &gamma;-(3-pyridyl)-&gamma;-hydroxybutyric acid; 4-hydroxy-4-(3-pyridyl)-butanoic acid; "
(R)-phospholactate	"Propanoic acid, 2-(phosphonooxy)-; D-phospholactate; "
"7-hydroxyflavone 7-O-(6-malonyl-&beta;-D-glucoside)"	
"gibberellin 2-O-&beta;-D-glucoside"	
CMP-5,7-diacetamido-3,5,7,9-tetradeoxy-L-glycero-D-galacto-non-2-ulosonate	"CMP-diacetamido-8-epilegionaminic acid; 8eLeg5Ac7Ac; CMP-5,7-diacetamido-3,5,7,9-tetradeoxy-L-glycero-D-galacto-non-2-ulosonic acid; "
"2-phenylethyl &beta;-<i>D</i>-glucopyranoside"	
2,4,6-trinitrophenol	"2-hydroxy-1,3,5-trinitrobenzene; picric acid; picrate; 2,4,6-TNP; "
2-(dihydroxymethyl)furan	
1,6,7-trihydroxy-2-methylanthraquinone	
<i>p</i>-aminobenzyl alcohol	"4-(hydroxymethyl)aniline; (4-aminophenyl)methanol; 4-aminobenzyl alcohol; "
a [glycoprotein]-<i>O</i>-palmitoyl-L-serine	
"4-amino-4-deoxy-&alpha;-L-arabinopyranosyl <i>ditrans,octacis</i>-undecaprenyl phosphate"	"<i>ditrans,octacis</i>-undecaprenyl phosphate-&alpha;-L-Ara4N; "
sphing-8(Z)-enine-16:0, ceramide	"sphing-8(Z)-enine-hexadecanoic acid; sphing-cis-8-enine-palmitic acid; sphing-8(Z)-enine-hexadecanoate; palimitoyl-sphing-cis-8-enine; sphing-8(Z)-enine-16:0; sphing-cis-8-enine-16:0; 8(Z)-sphingenine-16:0; "
dihydro-10-thiopteroate	"dihydro-10-thiopteroic acid; "
